2023-10-01 22:15:52,566.bbq_producer.INFO ==================================================
2023-10-01 22:15:52,566.bbq_producer.INFO Today is 2023-10-01 at 10:15 PM
2023-10-01 22:15:52,566.bbq_producer.INFO Running on: nt Windows 10
2023-10-01 22:15:52,566.bbq_producer.INFO Python version:  3.11.5
2023-10-01 22:15:52,566.bbq_producer.INFO Python path: C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.1520.0_x64__qbz5n2kfra8p0
2023-10-01 22:15:52,566.bbq_producer.INFO Working dir: C:\Users\bakar\44-671\.venv\streaming-06-smart-smoker2
2023-10-01 22:15:52,566.bbq_producer.INFO ==================================================
2023-10-01 22:15:52,595.bbq_producer.INFO Skipping header row
2023-10-01 22:15:53,147.bbq_producer.INFO  [x] Sent ('05/22/21 14:05:45', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,147.bbq_producer.INFO  [x] Sent ('05/22/21 14:05:45', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,160.bbq_producer.INFO  [x] Sent ('05/22/21 14:05:45', '41.1') to 03-food-B
2023-10-01 22:15:53,160.bbq_producer.INFO  [x] Sent ('05/22/21 14:06:10', '241.7') to 01-smoker
2023-10-01 22:15:53,161.bbq_producer.INFO  [x] Sent ('05/22/21 14:06:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,163.bbq_producer.INFO  [x] Sent ('05/22/21 14:06:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,164.bbq_producer.INFO  [x] Sent ('05/22/21 14:06:15', '241.7') to 01-smoker
2023-10-01 22:15:53,164.bbq_producer.INFO  [x] Sent ('05/22/21 14:06:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,164.bbq_producer.INFO  [x] Sent ('05/22/21 14:06:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,164.bbq_producer.INFO  [x] Sent ('05/22/21 14:06:35', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,164.bbq_producer.INFO  [x] Sent ('05/22/21 14:06:35', '50.5') to 02-food-A
2023-10-01 22:15:53,164.bbq_producer.INFO  [x] Sent ('05/22/21 14:06:35', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,164.bbq_producer.INFO  [x] Sent ('05/22/21 14:06:40', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,164.bbq_producer.INFO  [x] Sent ('05/22/21 14:06:40', '50.5') to 02-food-A
2023-10-01 22:15:53,164.bbq_producer.INFO  [x] Sent ('05/22/21 14:06:40', '41.9') to 03-food-B
2023-10-01 22:15:53,164.bbq_producer.INFO  [x] Sent ('05/22/21 14:06:45', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,164.bbq_producer.INFO  [x] Sent ('05/22/21 14:06:45', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,164.bbq_producer.INFO  [x] Sent ('05/22/21 14:06:45', '41.9') to 03-food-B
2023-10-01 22:15:53,164.bbq_producer.INFO  [x] Sent ('05/22/21 14:07:10', '242.3') to 01-smoker
2023-10-01 22:15:53,164.bbq_producer.INFO  [x] Sent ('05/22/21 14:07:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,164.bbq_producer.INFO  [x] Sent ('05/22/21 14:07:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,164.bbq_producer.INFO  [x] Sent ('05/22/21 14:07:15', '242.3') to 01-smoker
2023-10-01 22:15:53,164.bbq_producer.INFO  [x] Sent ('05/22/21 14:07:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,164.bbq_producer.INFO  [x] Sent ('05/22/21 14:07:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,164.bbq_producer.INFO  [x] Sent ('05/22/21 14:07:35', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,164.bbq_producer.INFO  [x] Sent ('05/22/21 14:07:35', '51.8') to 02-food-A
2023-10-01 22:15:53,164.bbq_producer.INFO  [x] Sent ('05/22/21 14:07:35', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,177.bbq_producer.INFO  [x] Sent ('05/22/21 14:07:40', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,178.bbq_producer.INFO  [x] Sent ('05/22/21 14:07:40', '51.8') to 02-food-A
2023-10-01 22:15:53,179.bbq_producer.INFO  [x] Sent ('05/22/21 14:07:40', '42.7') to 03-food-B
2023-10-01 22:15:53,180.bbq_producer.INFO  [x] Sent ('05/22/21 14:07:45', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,180.bbq_producer.INFO  [x] Sent ('05/22/21 14:07:45', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,180.bbq_producer.INFO  [x] Sent ('05/22/21 14:07:45', '42.7') to 03-food-B
2023-10-01 22:15:53,180.bbq_producer.INFO  [x] Sent ('05/22/21 14:08:10', '243.4') to 01-smoker
2023-10-01 22:15:53,180.bbq_producer.INFO  [x] Sent ('05/22/21 14:08:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,180.bbq_producer.INFO  [x] Sent ('05/22/21 14:08:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,180.bbq_producer.INFO  [x] Sent ('05/22/21 14:08:15', '243.4') to 01-smoker
2023-10-01 22:15:53,180.bbq_producer.INFO  [x] Sent ('05/22/21 14:08:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,180.bbq_producer.INFO  [x] Sent ('05/22/21 14:08:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,180.bbq_producer.INFO  [x] Sent ('05/22/21 14:08:35', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,180.bbq_producer.INFO  [x] Sent ('05/22/21 14:08:35', '52.9') to 02-food-A
2023-10-01 22:15:53,180.bbq_producer.INFO  [x] Sent ('05/22/21 14:08:35', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,180.bbq_producer.INFO  [x] Sent ('05/22/21 14:08:40', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,180.bbq_producer.INFO  [x] Sent ('05/22/21 14:08:40', '52.9') to 02-food-A
2023-10-01 22:15:53,180.bbq_producer.INFO  [x] Sent ('05/22/21 14:08:40', '43.4') to 03-food-B
2023-10-01 22:15:53,180.bbq_producer.INFO  [x] Sent ('05/22/21 14:08:45', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,180.bbq_producer.INFO  [x] Sent ('05/22/21 14:08:45', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,180.bbq_producer.INFO  [x] Sent ('05/22/21 14:08:45', '43.4') to 03-food-B
2023-10-01 22:15:53,180.bbq_producer.INFO  [x] Sent ('05/22/21 14:09:10', '242.5') to 01-smoker
2023-10-01 22:15:53,180.bbq_producer.INFO  [x] Sent ('05/22/21 14:09:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,180.bbq_producer.INFO  [x] Sent ('05/22/21 14:09:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,193.bbq_producer.INFO  [x] Sent ('05/22/21 14:09:15', '242.5') to 01-smoker
2023-10-01 22:15:53,194.bbq_producer.INFO  [x] Sent ('05/22/21 14:09:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,195.bbq_producer.INFO  [x] Sent ('05/22/21 14:09:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,197.bbq_producer.INFO  [x] Sent ('05/22/21 14:09:35', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,197.bbq_producer.INFO  [x] Sent ('05/22/21 14:09:35', '54.2') to 02-food-A
2023-10-01 22:15:53,197.bbq_producer.INFO  [x] Sent ('05/22/21 14:09:35', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,197.bbq_producer.INFO  [x] Sent ('05/22/21 14:09:40', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,197.bbq_producer.INFO  [x] Sent ('05/22/21 14:09:40', '54.2') to 02-food-A
2023-10-01 22:15:53,197.bbq_producer.INFO  [x] Sent ('05/22/21 14:09:40', '44.3') to 03-food-B
2023-10-01 22:15:53,197.bbq_producer.INFO  [x] Sent ('05/22/21 14:09:45', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,197.bbq_producer.INFO  [x] Sent ('05/22/21 14:09:45', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,197.bbq_producer.INFO  [x] Sent ('05/22/21 14:09:45', '44.3') to 03-food-B
2023-10-01 22:15:53,197.bbq_producer.INFO  [x] Sent ('05/22/21 14:10:10', '242.1') to 01-smoker
2023-10-01 22:15:53,197.bbq_producer.INFO  [x] Sent ('05/22/21 14:10:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,197.bbq_producer.INFO  [x] Sent ('05/22/21 14:10:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,197.bbq_producer.INFO  [x] Sent ('05/22/21 14:10:15', '242.1') to 01-smoker
2023-10-01 22:15:53,197.bbq_producer.INFO  [x] Sent ('05/22/21 14:10:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,197.bbq_producer.INFO  [x] Sent ('05/22/21 14:10:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,197.bbq_producer.INFO  [x] Sent ('05/22/21 14:10:35', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,197.bbq_producer.INFO  [x] Sent ('05/22/21 14:10:35', '55.6') to 02-food-A
2023-10-01 22:15:53,197.bbq_producer.INFO  [x] Sent ('05/22/21 14:10:35', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,197.bbq_producer.INFO  [x] Sent ('05/22/21 14:10:40', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,197.bbq_producer.INFO  [x] Sent ('05/22/21 14:10:40', '55.6') to 02-food-A
2023-10-01 22:15:53,197.bbq_producer.INFO  [x] Sent ('05/22/21 14:10:40', '45.4') to 03-food-B
2023-10-01 22:15:53,197.bbq_producer.INFO  [x] Sent ('05/22/21 14:10:45', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,210.bbq_producer.INFO  [x] Sent ('05/22/21 14:10:45', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,211.bbq_producer.INFO  [x] Sent ('05/22/21 14:10:45', '45.4') to 03-food-B
2023-10-01 22:15:53,212.bbq_producer.INFO  [x] Sent ('05/22/21 14:11:10', '243.3') to 01-smoker
2023-10-01 22:15:53,213.bbq_producer.INFO  [x] Sent ('05/22/21 14:11:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,213.bbq_producer.INFO  [x] Sent ('05/22/21 14:11:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,213.bbq_producer.INFO  [x] Sent ('05/22/21 14:11:15', '243.3') to 01-smoker
2023-10-01 22:15:53,213.bbq_producer.INFO  [x] Sent ('05/22/21 14:11:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,213.bbq_producer.INFO  [x] Sent ('05/22/21 14:11:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,213.bbq_producer.INFO  [x] Sent ('05/22/21 14:11:35', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,213.bbq_producer.INFO  [x] Sent ('05/22/21 14:11:35', '56.8') to 02-food-A
2023-10-01 22:15:53,213.bbq_producer.INFO  [x] Sent ('05/22/21 14:11:35', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,213.bbq_producer.INFO  [x] Sent ('05/22/21 14:11:40', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,213.bbq_producer.INFO  [x] Sent ('05/22/21 14:11:40', '56.8') to 02-food-A
2023-10-01 22:15:53,213.bbq_producer.INFO  [x] Sent ('05/22/21 14:11:40', '46.1') to 03-food-B
2023-10-01 22:15:53,213.bbq_producer.INFO  [x] Sent ('05/22/21 14:11:45', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,213.bbq_producer.INFO  [x] Sent ('05/22/21 14:11:45', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,213.bbq_producer.INFO  [x] Sent ('05/22/21 14:11:45', '46.1') to 03-food-B
2023-10-01 22:15:53,213.bbq_producer.INFO  [x] Sent ('05/22/21 14:12:10', '244.0') to 01-smoker
2023-10-01 22:15:53,213.bbq_producer.INFO  [x] Sent ('05/22/21 14:12:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,213.bbq_producer.INFO  [x] Sent ('05/22/21 14:12:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,213.bbq_producer.INFO  [x] Sent ('05/22/21 14:12:15', '244.0') to 01-smoker
2023-10-01 22:15:53,213.bbq_producer.INFO  [x] Sent ('05/22/21 14:12:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,213.bbq_producer.INFO  [x] Sent ('05/22/21 14:12:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,213.bbq_producer.INFO  [x] Sent ('05/22/21 14:12:35', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,213.bbq_producer.INFO  [x] Sent ('05/22/21 14:12:35', '58.2') to 02-food-A
2023-10-01 22:15:53,227.bbq_producer.INFO  [x] Sent ('05/22/21 14:12:35', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,228.bbq_producer.INFO  [x] Sent ('05/22/21 14:12:40', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,230.bbq_producer.INFO  [x] Sent ('05/22/21 14:12:40', '58.2') to 02-food-A
2023-10-01 22:15:53,230.bbq_producer.INFO  [x] Sent ('05/22/21 14:12:40', '47.1') to 03-food-B
2023-10-01 22:15:53,230.bbq_producer.INFO  [x] Sent ('05/22/21 14:12:45', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,230.bbq_producer.INFO  [x] Sent ('05/22/21 14:12:45', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,230.bbq_producer.INFO  [x] Sent ('05/22/21 14:12:45', '47.1') to 03-food-B
2023-10-01 22:15:53,230.bbq_producer.INFO  [x] Sent ('05/22/21 14:13:10', '244.3') to 01-smoker
2023-10-01 22:15:53,230.bbq_producer.INFO  [x] Sent ('05/22/21 14:13:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,230.bbq_producer.INFO  [x] Sent ('05/22/21 14:13:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,230.bbq_producer.INFO  [x] Sent ('05/22/21 14:13:15', '244.3') to 01-smoker
2023-10-01 22:15:53,230.bbq_producer.INFO  [x] Sent ('05/22/21 14:13:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,230.bbq_producer.INFO  [x] Sent ('05/22/21 14:13:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,230.bbq_producer.INFO  [x] Sent ('05/22/21 14:13:35', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,230.bbq_producer.INFO  [x] Sent ('05/22/21 14:13:35', '59.4') to 02-food-A
2023-10-01 22:15:53,230.bbq_producer.INFO  [x] Sent ('05/22/21 14:13:35', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,230.bbq_producer.INFO  [x] Sent ('05/22/21 14:13:40', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,230.bbq_producer.INFO  [x] Sent ('05/22/21 14:13:40', '59.4') to 02-food-A
2023-10-01 22:15:53,230.bbq_producer.INFO  [x] Sent ('05/22/21 14:13:40', '48.1') to 03-food-B
2023-10-01 22:15:53,230.bbq_producer.INFO  [x] Sent ('05/22/21 14:13:45', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,230.bbq_producer.INFO  [x] Sent ('05/22/21 14:13:45', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,230.bbq_producer.INFO  [x] Sent ('05/22/21 14:13:45', '48.1') to 03-food-B
2023-10-01 22:15:53,230.bbq_producer.INFO  [x] Sent ('05/22/21 14:14:10', '244.7') to 01-smoker
2023-10-01 22:15:53,230.bbq_producer.INFO  [x] Sent ('05/22/21 14:14:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,243.bbq_producer.INFO  [x] Sent ('05/22/21 14:14:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,244.bbq_producer.INFO  [x] Sent ('05/22/21 14:14:15', '244.7') to 01-smoker
2023-10-01 22:15:53,245.bbq_producer.INFO  [x] Sent ('05/22/21 14:14:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,247.bbq_producer.INFO  [x] Sent ('05/22/21 14:14:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,247.bbq_producer.INFO  [x] Sent ('05/22/21 14:14:35', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,247.bbq_producer.INFO  [x] Sent ('05/22/21 14:14:35', '60.7') to 02-food-A
2023-10-01 22:15:53,247.bbq_producer.INFO  [x] Sent ('05/22/21 14:14:35', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,247.bbq_producer.INFO  [x] Sent ('05/22/21 14:14:40', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,247.bbq_producer.INFO  [x] Sent ('05/22/21 14:14:40', '60.7') to 02-food-A
2023-10-01 22:15:53,247.bbq_producer.INFO  [x] Sent ('05/22/21 14:14:40', '49.1') to 03-food-B
2023-10-01 22:15:53,247.bbq_producer.INFO  [x] Sent ('05/22/21 14:14:45', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,247.bbq_producer.INFO  [x] Sent ('05/22/21 14:14:45', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,247.bbq_producer.INFO  [x] Sent ('05/22/21 14:14:45', '49.1') to 03-food-B
2023-10-01 22:15:53,247.bbq_producer.INFO  [x] Sent ('05/22/21 14:15:10', '245.2') to 01-smoker
2023-10-01 22:15:53,247.bbq_producer.INFO  [x] Sent ('05/22/21 14:15:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,247.bbq_producer.INFO  [x] Sent ('05/22/21 14:15:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,247.bbq_producer.INFO  [x] Sent ('05/22/21 14:15:15', '245.2') to 01-smoker
2023-10-01 22:15:53,247.bbq_producer.INFO  [x] Sent ('05/22/21 14:15:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,247.bbq_producer.INFO  [x] Sent ('05/22/21 14:15:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,247.bbq_producer.INFO  [x] Sent ('05/22/21 14:15:35', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,247.bbq_producer.INFO  [x] Sent ('05/22/21 14:15:35', '62.1') to 02-food-A
2023-10-01 22:15:53,247.bbq_producer.INFO  [x] Sent ('05/22/21 14:15:35', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,247.bbq_producer.INFO  [x] Sent ('05/22/21 14:15:40', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,247.bbq_producer.INFO  [x] Sent ('05/22/21 14:15:40', '62.1') to 02-food-A
2023-10-01 22:15:53,247.bbq_producer.INFO  [x] Sent ('05/22/21 14:15:40', '50.2') to 03-food-B
2023-10-01 22:15:53,260.bbq_producer.INFO  [x] Sent ('05/22/21 14:15:45', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,260.bbq_producer.INFO  [x] Sent ('05/22/21 14:15:45', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,261.bbq_producer.INFO  [x] Sent ('05/22/21 14:15:45', '50.2') to 03-food-B
2023-10-01 22:15:53,263.bbq_producer.INFO  [x] Sent ('05/22/21 14:16:10', '244.8') to 01-smoker
2023-10-01 22:15:53,263.bbq_producer.INFO  [x] Sent ('05/22/21 14:16:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,264.bbq_producer.INFO  [x] Sent ('05/22/21 14:16:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,264.bbq_producer.INFO  [x] Sent ('05/22/21 14:16:15', '244.8') to 01-smoker
2023-10-01 22:15:53,265.bbq_producer.INFO  [x] Sent ('05/22/21 14:16:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,266.bbq_producer.INFO  [x] Sent ('05/22/21 14:16:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,267.bbq_producer.INFO  [x] Sent ('05/22/21 14:16:35', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,267.bbq_producer.INFO  [x] Sent ('05/22/21 14:16:35', '63.3') to 02-food-A
2023-10-01 22:15:53,267.bbq_producer.INFO  [x] Sent ('05/22/21 14:16:35', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,267.bbq_producer.INFO  [x] Sent ('05/22/21 14:16:40', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,267.bbq_producer.INFO  [x] Sent ('05/22/21 14:16:40', '63.3') to 02-food-A
2023-10-01 22:15:53,267.bbq_producer.INFO  [x] Sent ('05/22/21 14:16:40', '51.2') to 03-food-B
2023-10-01 22:15:53,267.bbq_producer.INFO  [x] Sent ('05/22/21 14:16:45', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,267.bbq_producer.INFO  [x] Sent ('05/22/21 14:16:45', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,267.bbq_producer.INFO  [x] Sent ('05/22/21 14:16:45', '51.2') to 03-food-B
2023-10-01 22:15:53,267.bbq_producer.INFO  [x] Sent ('05/22/21 14:17:10', '245.3') to 01-smoker
2023-10-01 22:15:53,267.bbq_producer.INFO  [x] Sent ('05/22/21 14:17:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,267.bbq_producer.INFO  [x] Sent ('05/22/21 14:17:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,267.bbq_producer.INFO  [x] Sent ('05/22/21 14:17:15', '245.3') to 01-smoker
2023-10-01 22:15:53,267.bbq_producer.INFO  [x] Sent ('05/22/21 14:17:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,277.bbq_producer.INFO  [x] Sent ('05/22/21 14:17:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,277.bbq_producer.INFO  [x] Sent ('05/22/21 14:17:35', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,278.bbq_producer.INFO  [x] Sent ('05/22/21 14:17:35', '64.5') to 02-food-A
2023-10-01 22:15:53,280.bbq_producer.INFO  [x] Sent ('05/22/21 14:17:35', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,280.bbq_producer.INFO  [x] Sent ('05/22/21 14:17:40', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,280.bbq_producer.INFO  [x] Sent ('05/22/21 14:17:40', '64.5') to 02-food-A
2023-10-01 22:15:53,280.bbq_producer.INFO  [x] Sent ('05/22/21 14:17:40', '52.3') to 03-food-B
2023-10-01 22:15:53,280.bbq_producer.INFO  [x] Sent ('05/22/21 14:17:45', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,280.bbq_producer.INFO  [x] Sent ('05/22/21 14:17:45', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,280.bbq_producer.INFO  [x] Sent ('05/22/21 14:17:45', '52.3') to 03-food-B
2023-10-01 22:15:53,280.bbq_producer.INFO  [x] Sent ('05/22/21 14:18:10', '246.1') to 01-smoker
2023-10-01 22:15:53,280.bbq_producer.INFO  [x] Sent ('05/22/21 14:18:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,280.bbq_producer.INFO  [x] Sent ('05/22/21 14:18:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,280.bbq_producer.INFO  [x] Sent ('05/22/21 14:18:15', '246.1') to 01-smoker
2023-10-01 22:15:53,280.bbq_producer.INFO  [x] Sent ('05/22/21 14:18:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,280.bbq_producer.INFO  [x] Sent ('05/22/21 14:18:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,280.bbq_producer.INFO  [x] Sent ('05/22/21 14:18:35', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,280.bbq_producer.INFO  [x] Sent ('05/22/21 14:18:35', '65.6') to 02-food-A
2023-10-01 22:15:53,280.bbq_producer.INFO  [x] Sent ('05/22/21 14:18:35', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,280.bbq_producer.INFO  [x] Sent ('05/22/21 14:18:40', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,280.bbq_producer.INFO  [x] Sent ('05/22/21 14:18:40', '65.6') to 02-food-A
2023-10-01 22:15:53,280.bbq_producer.INFO  [x] Sent ('05/22/21 14:18:40', '53.3') to 03-food-B
2023-10-01 22:15:53,280.bbq_producer.INFO  [x] Sent ('05/22/21 14:18:45', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,280.bbq_producer.INFO  [x] Sent ('05/22/21 14:18:45', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,293.bbq_producer.INFO  [x] Sent ('05/22/21 14:18:45', '53.3') to 03-food-B
2023-10-01 22:15:53,294.bbq_producer.INFO  [x] Sent ('05/22/21 14:19:10', '247.7') to 01-smoker
2023-10-01 22:15:53,297.bbq_producer.INFO  [x] Sent ('05/22/21 14:19:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,297.bbq_producer.INFO  [x] Sent ('05/22/21 14:19:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,297.bbq_producer.INFO  [x] Sent ('05/22/21 14:19:15', '247.7') to 01-smoker
2023-10-01 22:15:53,297.bbq_producer.INFO  [x] Sent ('05/22/21 14:19:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,297.bbq_producer.INFO  [x] Sent ('05/22/21 14:19:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,297.bbq_producer.INFO  [x] Sent ('05/22/21 14:19:35', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,297.bbq_producer.INFO  [x] Sent ('05/22/21 14:19:35', '66.9') to 02-food-A
2023-10-01 22:15:53,297.bbq_producer.INFO  [x] Sent ('05/22/21 14:19:35', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,297.bbq_producer.INFO  [x] Sent ('05/22/21 14:19:40', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,297.bbq_producer.INFO  [x] Sent ('05/22/21 14:19:40', '66.9') to 02-food-A
2023-10-01 22:15:53,297.bbq_producer.INFO  [x] Sent ('05/22/21 14:19:40', '54.4') to 03-food-B
2023-10-01 22:15:53,297.bbq_producer.INFO  [x] Sent ('05/22/21 14:19:45', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,297.bbq_producer.INFO  [x] Sent ('05/22/21 14:19:45', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,297.bbq_producer.INFO  [x] Sent ('05/22/21 14:19:45', '54.4') to 03-food-B
2023-10-01 22:15:53,297.bbq_producer.INFO  [x] Sent ('05/22/21 14:20:10', '248.1') to 01-smoker
2023-10-01 22:15:53,297.bbq_producer.INFO  [x] Sent ('05/22/21 14:20:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,297.bbq_producer.INFO  [x] Sent ('05/22/21 14:20:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,297.bbq_producer.INFO  [x] Sent ('05/22/21 14:20:15', '248.1') to 01-smoker
2023-10-01 22:15:53,297.bbq_producer.INFO  [x] Sent ('05/22/21 14:20:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:53,297.bbq_producer.INFO  [x] Sent ('05/22/21 14:20:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:53,297.bbq_producer.INFO  [x] Sent ('05/22/21 14:20:35', 'No temp recorded') to 01-smoker
2023-10-01 22:15:53,310.bbq_producer.INFO  [x] Sent ('05/22/21 14:20:35', '68.1') to 02-food-A
2023-10-01 22:15:53,310.bbq_producer.INFO  [x] Sent ('05/22/21 14:20:35', 'No temp recorded') to 03-food-B
